"external_gene_name","hsapiens_homolog_associated_gene_name"
"RALY","RALY"
"RAB14","RAB14"
"CSRP2","CSRP2"
"SARAF","SARAF"
"AIDA","AIDA"
"FAM133A","FAM133A"
"SSR4","SSR4"
"SCARF1","SCARF1"
"","TMEM177"
"TTI2","TTI2"
"RRM2B","RRM2B"
"DCTD","DCTD"
"CLDN19","CLDN19"
"PPP2R5B","PPP2R5B"
"BEND5","BEND5"
"RILP","RILP"
"MAK16","MAK16"
"eca-mir-1282","MIR1282"
"GSN","GSN"
"DYSF","DYSF"
"TNNT1","TNNT1"
"MGA","MGA"
"USP40","USP40"
"LDOC1","LDOC1"
"P3H1","P3H1"
"PARS2","PARS2"
"TGFB1I1","TGFB1I1"
"PRPF8",""
"MERTK","MERTK"
"PDZD4","PDZD4"
"BATF2","BATF2"
"KIF5A","KIF5A"
"PPTC7","PPTC7"
"RHO","RHO"
"ABCA6","ABCA6"
"YBX1",""
"E2F7","E2F7"
"FUT10","FUT10"
"VPS39","VPS39"
"NAP1L3","NAP1L3"
"TMEM87B","TMEM87B"
"IFT122","IFT122"
"RHEBL1","RHEBL1"
"PABPC5","PABPC5"
"TNNI3","TNNI3"
"TTC4","TTC4"
"HELT","HELT"
"SERPINF2","SERPINF2"
"STING1","STING1"
"","AZIN1"
"ABI1","ABI1"
"FAM20A","FAM20A"
"NOPCHAP1","NOPCHAP1"
"NLGN4X","NLGN4X"
"NLGN4X","NLGN4Y"
"RAD9B","RAD9B"
"PPIH","PPIH"
"SNX15","SNX15"
"SPATA17","SPATA17"
"SYT5","SYT5"
"WRN","WRN"
"ASIP","ASIP"
"ACSL1","ACSL1"
"PRKAR1A","PRKAR1A"
"RNF135","RNF135"
"MAMLD1","MAMLD1"
"CPXCR1","CPXCR1"
"WDR81","WDR81"
"RBM15B","RBM15B"
"PUDP","PUDP"
"UBR5","UBR5"
"ALDH1L2","ALDH1L2"
"MROH7","MROH7"
"ADAP2","ADAP2"
"U6","RNU6-593P"
"CCDC30","CCDC30"
"","BZW2"
"SNORA66",""
"SNORA66","SNORA66"
"SMIM33","SMIM33"
"PPP6R1","PPP6R1"
"SNORD21","SNORD21"
"MIR137","MIR137"
"AHCY","AHCY"
"ATP6AP1","ATP6AP1"
"","TGFBR3"
"AOC2","AOC2"
"CLCN4","CLCN4"
"U6","RNU6-35P"
"U6","RNU6-140P"
"U6","RNU6-756P"
"DNAJC18","DNAJC18"
"ITCH","ITCH"
"GPATCH2","GPATCH2"
"FBLN7","FBLN7"
"U6","RNU6-1296P"
"MIR145","MIR145"
"TEFM","TEFM"
"MANF","MANF"
"VPS29","VPS29"
"eca-mir-143","MIR143"
"U6","RNU6-827P"
"PURG","PURG"
"MRNIP","MRNIP"
"PRKD3","PRKD3"
"GDI1","GDI1"
"FAM151A","FAM151A"
"SMYD4","SMYD4"
"PTPRH","PTPRH"
"MIR378A","MIR378A"
"ATAD5","ATAD5"
"eca-mir-9156",""
"STOM","STOM"
"MGAT4B","MGAT4B"
"WASHC4","WASHC4"
"","GABARAPL1"
"DOCK3","DOCK3"
"TEX15","TEX15"
"GPN3","GPN3"
"ACOT11","ACOT11"
"CAMK2A","CAMK2A"
"TBC1D9B","TBC1D9B"
"TMEM86B","TMEM86B"
"FGF13",""
"PCDH17","PCDH17"
"ARL4D","ARL4D"
"FAM50A","FAM50A"
"HSPBP1","HSPBP1"
"ZC3H8","ZC3H8"
"PPP2CB","PPP2CB"
"NDUFAF7","NDUFAF7"
"CCDC200","CCDC200"
"BRSK1","BRSK1"
"PDSS1","PDSS1"
"ZC3H6","ZC3H6"
"SPATA24","SPATA24"
"CRLF3","CRLF3"
"U4","RNU4-20P"
"SERPINF1","SERPINF1"
"NBR1","NBR1"
"STS","STS"
"U6","RNU6-476P"
"U6","RNU6-653P"
"U6","RNU6-288P"
"U6","RNU6-1136P"
"TRIM69","TRIM69"
"MICU3","MICU3"
"SLC23A1","SLC23A1"
"PLXNA3","PLXNA3"
"SNORD37","SNORD37"
"PCDH20","PCDH20"
"eca-mir-8987",""
"eca-mir-7143",""
"eca-mir-8991",""
"eca-mir-8996",""
"RPA1","RPA1"
"","POLE3"
"MZB1","MZB1"
"eca-mir-7-2","MIR7-3"
"SLC5A2","SLC5A2"
"MID1","MID1"
"eca-mir-1905c",""
"DIAPH3","DIAPH3"
"TGIF2LX","TGIF2LX"
"TGIF2LX","TGIF2LY"
"eca-mir-8982",""
"PAIP2","PAIP2"
"TMEM150B","TMEM150B"
"LYPLAL1","LYPLAL1"
"MATR3","MATR3"
"ARPC3","ARPC3"
"SQSTM1","SQSTM1"
"SSBP3","SSBP3"
"ZDHHC2","ZDHHC2"
"ADAL","MAPDA"
"SUZ12","SUZ12"
"KMT5C","KMT5C"
"CEBPZ","CEBPZ"
"ARHGEF25","ARHGEF25"
"KDM3A","KDM3A"
"PRSS53","PRSS53"
"SLITRK2","SLITRK2"
"PCYOX1L","PCYOX1L"
"","FUT5"
"","FUT6"
"","FUT3"
"TTLL11","TTLL11"
"LTC4S","LTC4S"
"ARHGEF18","ARHGEF18"
"BRINP3","BRINP3"
"PNPLA4","PNPLA4"
"SPR","SPR"
"CD207","CD207"
"MAML1","MAML1"
"CLTC","CLTC"
"ZMYND12","ZMYND12"
"PRL","PRL"
"ANAPC7","ANAPC7"
"EXOC7","EXOC7"
"CNOT7","CNOT7"
"SLITRK4","SLITRK4"
"GRHL2","GRHL2"
"IL11","IL11"
"CEBPZOS","CEBPZOS"
"ITGAX","ITGAX"
"RTN4RL1","RTN4RL1"
"TMEM106A","TMEM106A"
"CANX","CANX"
"EFNA2","EFNA2"
"ESRRG","ESRRG"
"SULT6B1","SULT6B1"
"MORN5","MORN5"
"LAGE3","LAGE3"
"DPP9","DPP9"
"PPCS",""
"MTMR7","MTMR7"
"TMEM190","TMEM190"
"VAT1","VAT1"
"eca-mir-107b","MIR107"
"EXOC6B","EXOC6B"
"eca-mir-9052-1",""
"MRPL37","MRPL37"
"SLC17A2","SLC17A2"
"RIMKLA","RIMKLA"
"eca-mir-9053",""
"NCALD","NCALD"
"DUSP9","DUSP9"
"SHISA7","SHISA7"
"","RBP4"
"TLR7","TLR7"
"RND2","RND2"
"PIP4K2C","PIP4K2C"
"EIF2AK2","EIF2AK2"
"LAPTM4B","LAPTM4B"
"SIL1","SIL1"
"HIC1","HIC1"
"APBB1IP","APBB1IP"
"TLR8","TLR8"
"CYB5RL","CYB5RL"
"SAC3D1","SAC3D1"
"AFF2","AFF2"
"SH2D6","SH2D6"
"FOXJ3","FOXJ3"
"ISOC2","ISOC2"
"LHX6","LHX6"
"CYREN","CYREN"
"TRIM10","TRIM10"
"DTX3","DTX3"
"SLC7A2","SLC7A2"
"PIGU","PIGU"
"WAC","WAC"
"C19orf85","C19orf85"
"CBY3","CBY3"
"SLC26A10",""
"WDR91","WDR91"
"CDCA5","CDCA5"
"HNRNPH1","HNRNPH1"
"SSC5D","SSC5D"
"IFI35","IFI35"
"SMG6","SMG6"
"PTRH2","PTRH2"
"TRIM15","TRIM15"
"ZFR2","ZFR2"
"","UGT1A4"
"","UGT1A5"
"","UGT1A3"
"MATN2","MATN2"
"MBD4","MBD4"
"RUNDC1","RUNDC1"
"","TMSB4Y"
"APPL2","APPL2"
"PTPRQ","PTPRQ"
"FGGY","FGGY"
"TDRD3","TDRD3"
"ZNF322","ZNF322"
"RUFY1","RUFY1"
"CYTL1","CYTL1"
"PTGES3L","PTGES3L"
"ITGAM","ITGAM"
"FRMPD4","FRMPD4"
"UNC5D","UNC5D"
"ZNF638","ZNF638"
"OR14I5P",""
"NFIC","NFIC"
"VMP1","VMP1"
"HCRT","HCRT"
"NKX1-1","NKX1-1"
"OR2T1B","OR2T1"
"NAALADL1","NAALADL1"
"MAN2B2","MAN2B2"
"AARSD1","AARSD1"
"GPATCH11","GPATCH11"
"LMBR1L","LMBR1L"
"CENPU","CENPU"
"KRT15","KRT35"
"B4GALNT1","B4GALNT1"
"GUCA2A","GUCA2A"
"U6","RNU6-1224P"
"PDGFRL","PDGFRL"
"NAT14",""
"CAND2","CAND2"
"AOC3","AOC3"
"KRT16","KRT16"
"EPX","EPX"
"HS3ST1","HS3ST1"
"U6","RNU6-332P"
"TRIT1","TRIT1"
"CTNNA1","CTNNA1"
"SBK2","SBK2"
"","COA3"
"TMEM225B",""
"ADAMTS2","ADAMTS2"
"USH2A","USH2A"
"ZNF579","ZNF579"
"MTUS1","MTUS1"
"SRR","SRR"
"BECN1","BECN1"
"STRA8","STRA8"
"SLMAP","SLMAP"
"HEATR5B","HEATR5B"
"","KRT9"
"TM7SF2","TM7SF2"
"MKS1","MKS1"
"ADGRD2","ADGRD2"
"","UGT1A6"
"FIZ1","FIZ1"
"","HDGFL1"
"FMR1","FMR1"
"TP53INP2","TP53INP2"
"KRT36","KRT36"
"ZNF524","ZNF524"
"STK32B","STK32B"
"TSR1","TSR1"
"RAMP2","RAMP2"
"NCOA6","NCOA6"
"LYZL1","LYZL1"
"LYZL1","LYZL2"
"CLDN34","CLDN34"
"RPL32","RPL32"
"TBL1X","TBL1Y"
"TBL1X","TBL1X"
"FZD8","FZD8"
"NR6A1","NR6A1"
"RPL30",""
"TMEM40","TMEM40"
"ZNF865","ZNF865"
"TRIM27","TRIM27"
"ERICH5","ERICH5"
"CNTD1","CNTD1"
"OS9","OS9"
"ZFPL1","ZFPL1"
"SGSM2","SGSM2"
"DHH","DHH"
"WNK4","WNK4"
"RIDA","RIDA"
"KRT33B","KRT33A"
"YJU2","YJU2"
"GGT7","GGT7"
"JUN","JUN"
"","ATP5MC3"
"VPS51","VPS51"
"ZEB1","ZEB1"
"TUBA1A","TUBA1A"
"MYSM1","MYSM1"
"KRTAP16-1","KRTAP16-1"
"STAB2","STAB2"
"PAIP2B","PAIP2B"
"OR2V1C","OR2V1"
"ZNHIT2","ZNHIT2"
"GLIPR1","GLIPR1"
"ZNF784","ZNF784"
"OR2T68",""
"POP1","POP1"
"","BMP8B"
"","BMP8A"
"CPZ","CPZ"
"SYVN1","SYVN1"
"KCNU1","KCNU1"
"VPS25","VPS25"
"","PPIE"
"TRIM72","TRIM72"
"","KRTAP9-8"
"","KRTAP9-2"
"","KRTAP9-6"
"","KRTAP9-3"
"","KRTAP9-4"
"","KRTAP9-9"
"","KRTAP9-7"
"RAF1","RAF1"
"LPO","LPO"
"","CRABP1"
"SMURF2","SMURF2"
"PRIMPOL","PRIMPOL"
"OR2B2","OR2B2"
"NR5A1","NR5A1"
"ATP2A2","ATP2A2"
"","ATP6V1G3"
"GPR143","GPR143"
"ACSS2","ACSS2"
"","KRTAP4-2"
"","KRTAP4-1"
"CNOT4","CNOT4"
"CYP26B1","CYP26B1"
"MNT","MNT"
"","KRTAP9-1"
"TACSTD2","TACSTD2"
"CTBP1","CTBP1"
"AGAP2","AGAP2"
"MPO","MPO"
"PCDH9","PCDH9"
"KCTD3","KCTD3"
"PYCARD","PYCARD"
"MKRN2","MKRN2"
"TEX261","TEX261"
"SHROOM2","SHROOM2"
"ESRP1","ESRP1"
"MRPL49",""
"LRRTM2","LRRTM2"
"OXCT2","OXCT2"
"OMA1","OMA1"
"KCNIP3","KCNIP3"
"UVSSA","UVSSA"
"TSPOAP1","TSPOAP1"
"PRPH","PRPH"
"","KRTAP4-6"
"","KRTAP4-7"
"","KRTAP4-12"
"PAFAH1B1","PAFAH1B1"
"SPDYC","SPDYC"
"HSPA9","HSPA9"
"NAGK","NAGK"
"MAEA","MAEA"
"TROAP","TROAP"
"MARCHF9","MARCHF9"
"NUP205","NUP205"
"MKRN2OS",""
"PROM2","PROM2"
"HPCAL4","HPCAL4"
"ZNF438","ZNF438"
"CEP95","CEP95"
"CAPN1","CAPN1"
"WWC3","WWC3"
"CASP3","CASP3"
"CAMKK2","CAMKK2"
"TSEN2","TSEN2"
"DENND6A","DENND6A"
"TSPAN31","TSPAN31"
"NT5C1A","NT5C1A"
"ANKRD53","ANKRD53"
"IRF2","IRF2"
"DAB1","DAB1"
"CDK4","CDK4"
"NT5DC3","NT5DC3"
"","TAF1A"
"TMEM129","TMEM129"
"C1QL4","C1QL4"
"STRN","STRN"
"PIGG","PIGG"
"CLUH","CLUH"
"HEYL","HEYL"
"ZACN","ZACN"
"PPM1D","PPM1D"
"U6","RNU6-506P"
"U6","RNU6-1303P"
"ANTXR1","ANTXR1"
"eca-mir-153-2","MIR153-1"
"DNAJC22","DNAJC22"
"MIR26B","MIR26B"
"MYL6","MYL6"
"","MAL"
"APPBP2","APPBP2"
"HHIPL2","HHIPL2"
"","NDUFA4"
"SLC22A20",""
"ENPP6","ENPP6"
"PABPC4","PABPC4"
"DPY19L4","DPY19L4"
"eca-mir-8976",""
"ZNF892","ZNF892"
"PPARG","PPARG"
"MIR375","MIR375"
"GJD4","GJD4"
"GSS","GSS"
"MREG","MREG"
"SPATS2","SPATS2"
"GALR2","GALR2"
"ZNF2","ZNF2"
"STOX2","STOX2"
"ETF1",""
"SRP68","SRP68"
"POLA2","POLA2"
"RPL35",""
"HSP90B1","HSP90B1"
"MPP7","MPP7"
"","PCGF5"
"CHCT1","CHCT1"
"USP24","USP24"
"PTPRN","PTPRN"
"DDX5","DDX5"
"H3C12","H3C10"
"","CRIPTO3"
"","CRIPTO"
"TACC3","TACC3"
"USP32","USP6"
"USP32","USP32"
"SYN2","SYN2"
"ZNF514","ZNF514"
"DHRS13","DHRS13"
"","MIA3"
"PLCXD1","PLCXD1"
"PRSS8","PRSS8"
"ARF4","ARF4"
"","H2AC12"
"SMARCC2","SMARCC2"
"WFS1","WFS1"
"OLFML2A","OLFML2A"
"CDC42EP2","CDC42EP2"
"MACF1","MACF1"
"PRPF40B","PRPF40B"
"VIT","VIT"
"GTPBP6","GTPBP6"
"TCF21","TCF21"
"H2BC15","H2BC15"
"CDK3","CDK3"
"TIMP4","TIMP4"
"PLCD4","PLCD4"
"EGR1","EGR1"
"PRSS36","PRSS36"
"SLC10A3","SLC10A3"
"IFNGR1","IFNGR1"
"SLC25A45","SLC25A45"
"","H2BC1"
"REEP2","REEP2"
"H1-5","H1-5"
"EVPL","EVPL"
"DNAH12","DNAH12"
"MILR1","MILR1"
"TRAPPC11","TRAPPC11"
"TAMM41","TAMM41"
"FAM53C","FAM53C"
"EPC1","EPC1"
"NRSN1","NRSN1"
"IFT81","IFT81"
"OTOP1","OTOP1"
"OLIG3","OLIG3"
"DCDC2","DCDC2"
"MYH7B","MYH7B"
"WDR38","WDR38"
"EPRS1","EPRS1"
"PPP2R3B","PPP2R3B"
"PPP2R2C","PPP2R2C"
"UBL4A","UBL4A"
"UQCC6","UQCC6"
"FRMD8","FRMD8"
"TEN1","TEN1"
"PLAT","PLAT"
"TNFAIP3","TNFAIP3"
"MRS2","MRS2"
"ACOX1","ACOX1"
"FAM3A","FAM3A"
"NOG","NOG"
"TDG","TDG"
"GKN2","GKN2"
"PHF12","PHF12"
"CCL8","CCL13"
"RNF212","RNF212"
"PECAM1","PECAM1"
"INTS8","INTS8"
"LIG4","LIG4"
"CDC25C","CDC25C"
"SLC39A5","SLC39A5"
"VGLL4","VGLL4"
"PERP","PERP"
"ABHD13","ABHD13"
"GOLGA1","GOLGA1"
"NRP1","NRP1"
"U6","RNU6-1212P"
"RNF41","RNF41"
"EVC","EVC"
"U6","RNU6-1024P"
"KAT8","KAT8"
"ARFGEF3","ARFGEF3"
"U6","RNU6-320P"
"GKN1","GKN1"
"U6","RNU6-786P"
"NALF1","NALF1"
"SHOX","SHOX"
"FBF1","FBF1"
"SCYL1","SCYL1"
"CCL1",""
"","MALL"
"","CRLF2"
"eca-mir-9080",""
"C3H4orf50",""
"NLE1","NLE1"
"BCKDK","BCKDK"
"NABP2","NABP2"
"G6PD","G6PD"
"ATG7","ATG7"
"SEZ6","SEZ6"
"GPLD1","GPLD1"
"GLT8D2","GLT8D2"
"ARHGAP25","ARHGAP25"
"NPHP1","NPHP1"
"ANKRD52","ANKRD52"
"C1orf53","C1orf53"
"PCSK9","PCSK9"
"FNDC8","FNDC8"
"PIPOX","PIPOX"
"gh","GH1"
"gh","CSH1"
"gh","GH2"
"gh","CSH2"
"gh","CSHL1"
"JAKMIP1","JAKMIP1"
"ELAVL4","ELAVL4"
"SCAI","SCAI"
"TRPC4AP","TRPC4AP"
"ITGB1","ITGB1"
"MYO18A","MYO18A"
"MTLN","MTLN"
"ERN1","ERN1"
"IKBKG","IKBKG"
"U2AF2","U2AF2"
"BUB1","BUB1"
"","KRTAP10-4"
"","KRTAP10-11"
"HCFC2","HCFC2"
"PDE12","PDE12"
"RWDD4","RWDD4"
"P2RX7","P2RX7"
"ZNF646","ZNF646"
"LTBP3","LTBP3"
"","KRTAP1-3"
"","KRTAP1-1"
"","KRTAP1-5"
"","KRTAP1-4"
"KCNH3","KCNH3"
"KRT40","KRT40"
"HESX1","HESX1"
"FEZ2","FEZ2"
"TNFAIP2","TNFAIP2"
"MIR383","MIR383"
"GTF2E2","GTF2E2"
"TRIM65","TRIM65"
"MMGT1","MMGT1"
"PROKR1","PROKR1"
"AP3M2","AP3M2"
"EDEM2","EDEM2"
"KRT23","KRT23"
"FAM186B","FAM186B"
"LRP8","LRP8"
"VPS37A","VPS37A"
"","MRPS17"
"ING2","ING2"
"RGS18","RGS18"
"SNORD82","SNORD82"
"CRMP1","CRMP1"
"SNORD20","SNORD20"
"SNORA75","SNORA75"
"SNORA75","SNORA75B"
"KCNH5","KCNH5"
"","CTAG1A"
"","CTAG2"
"","CTAG1B"
"APLF","APLF"
"HRH1","HRH1"
"SLC30A10","SLC30A10"
"TEDC1","TEDC1"
"PGS1","PGS1"
"STX1B","STX1B"
"NFYB","NFYB"
"CDKN2AIP","CDKN2AIP"
"PPP6C","PPP6C"
"EPN1","EPN1"
"","H2AB1"
"","H2AB3"
"","H2AB2"
"CCDC7",""
"COQ10A","COQ10A"
"SCARNA6","SCARNA6"
"eca-mir-8974",""
"eca-mir-8978",""
"KRT20","KRT20"
"GPR37L1","GPR37L1"
"eca-mir-1302d-4",""
"","MIR1244-2"
"","MIR1244-3"
"","MIR1244-1"
"","MIR1244-4"
"RABEPK","RABEPK"
"SIX1","SIX1"
"GAB3","GAB3"
"RGS21","RGS21"
"ICAM2","ICAM2"
"ZNF581","ZNF581"
"","KAT6A"
"SIX4","SIX4"
"CCNE2","CCNE2"
"CAPG","CAPG"
"ALDH5A1","ALDH5A1"
"MCRS1","MCRS1"
"WWC2","WWC2"
"PROCR","PROCR"
"SLC6A1","SLC6A1"
"IL20RA","IL20RA"
"KRT12","KRT12"
"PRR29","PRR29"
"ZNF580","ZNF580"
"RGS1","RGS1"
"CCDC106","CCDC106"
"ANK1","ANK1"
"EFNB2","EFNB2"
"MNAT1","MNAT1"
"HSPA5","HSPA5"
"CS","CS"
"P2RX4","P2RX4"
"KRT10A","KRT10"
"GALR1","GALR1"
"DKC1","DKC1"
"MMP24","MMP24"
"CRIM1","CRIM1"
"TBPL1","TBPL1"
"EFHD1","EFHD1"
"FMNL3","FMNL3"
"ZNF324","ZNF324"
"ZNF324","ZNF324B"
"DIPK1C","DIPK1C"
"RBM18","RBM18"
"RGS13","RGS13"
"EIF6","EIF6"
"DUXA","DUXA"
"NME5","NME5"
"SOCS3","SOCS3"
"TIMELESS","TIMELESS"
"ARGLU1","ARGLU1"
"TP53INP1","TP53INP1"
"DLK1","DLK1"
"RAD51D","RAD51D"
"","CCDC7"
"TMEM128","TMEM128"
"RGS2","RGS2"
"IRS2","IRS2"
"KIAA0319","KIAA0319"
"PLEKHF2","PLEKHF2"
"MRRF","MRRF"
"","ZBTB49"
"SNORD96","SNORD96B"
"SNORD96","SNORD96A"
"ATG16L1","ATG16L1"
"MPP1","MPP1"
"SNORD95","SNORD95"
"NSG1","NSG1"
"PDK3","PDK3"
"RHBDF2","RHBDF2"
"ZNF516","ZNF516"
"FBXO48","FBXO48"
"eca-mir-1271a",""
"ATP6V1G3","ATP6V1G3"
"eca-mir-340","MIR340"
"TMEM260","TMEM260"
"ANAPC5","ANAPC5"
"ELMOD3","ELMOD3"
"eca-mir-9161",""
"KIF5B","KIF5B"
"FAM171A1","FAM171A1"
"SNRNP27",""
"NUFIP2","NUFIP2"
"KRT28","KRT28"
"STK10","STK10"
"NDUFS5","NDUFS5"
"TMEM121","TMEM121"
"SLC2A12","SLC2A12"
"AANAT","AANAT"
"IL23A","IL23A"
"STX18","STX18"
"CRYBA1","CRYBA1"
"FIGLA","FIGLA"
"RFFL","RFFL"
"PTPRC","PTPRC"
"BRD8","BRD8"
"STX4","STX4"
"U6","RNU6-1111P"
"GRK1","GRK1"
"CNPY2",""
"TMEM275","TMEM275"
"ASB13","ASB13"
"TARBP2","TARBP2"
"TAOK1","TAOK1"
"U6","RNU6-280P"
"PARD6G","PARD6G"
"UQCC1","FAM83C"
"","RPL10"
"PCYT1B","PCYT1B"
"UBE2O","UBE2O"
"MYO16","MYO16"
"U6","RNU6-489P"
"U6","RNU6-304P"
"U6","RNU6-1056P"
"U6","RNU6-1192P"
"U6","RNU6-306P"
"GJA9","GJA9"
"ARC","ARC"
"APPL1","APPL1"
"KRT25","KRT25"
"RETSAT","RETSAT"
"ADD2","ADD2"
"LMAN2","LMAN2"
"eca-mir-2114",""
"eca-mir-8908f-2",""
"KIF26A","KIF26A"
"THEM6","THEM6"
"OTX2","OTX2"
"PAN2","PAN2"
"AKR1E2","AKR1E2"
"eca-mir-8908b-3",""
"LYPD2","LYPD2"
"RNF34","RNF34"
"eca-mir-8908l-2",""
"eca-mir-509a","MIR509-1"
"eca-mir-509a","MIR509-3"
"FBXL19","FBXL19"
"NDUFAF6","NDUFAF6"
"eca-mir-507b","MIR513A2"
"eca-mir-507b","MIR513B"
"ADNP2","ADNP2"
"PTGS1","PTGS1"
"eca-mir-8908c-2",""
"LY6D","LY6D"
"KRT26","KRT26"
"SPHK1","SPHK1"
"eca-mir-8908c-3",""
"TGOLN2","TGOLN2"
"eca-mir-8908b-5",""
"ALDH8A1","ALDH8A1"
"RPL26L1","ATP6V0E1"
"SPON2","SPON2"
"TCF7L1","TCF7L1"
"eca-mir-509b","MIR514B"
"eca-mir-8908b-1",""
"","LY6K"
"DUSP2","DUSP2"
"eca-mir-8908e",""
"CALML5","CALML5"
"eca-mir-8908g-2",""
"","SPATA31D1"
"","SPATA31D3"
"","SPATA31D4"
"PFDN5","PFDN5"
"TRMT5","TRMT5"
"FGL1","FGL1"
"KRT24","KRT24"
"ASTL","ASTL"
"CDC16","CDC16"
"","RPL12"
"LY6H","LY6H"
"KIAA1191","KIAA1191"
"eca-mir-504","MIR504"
"QRICH2","QRICH2"
"LIG3","LIG3"
"SLC38A6","SLC38A6"
"","CALML3"
"POLA1","POLA1"
"ABHD15","ABHD15"
"eca-mir-514a","MIR514A3"
"eca-mir-514a","MIR514A1"
"eca-mir-514a","MIR514A2"
"CNDP2","CNDP2"
"HMX1","HMX1"
"","KRT2"
"EHBP1L1","EHBP1L1"
"NET1","NET1"
"LRPAP1","LRPAP1"
"eca-mir-8908c-1",""
"STAT2","STAT2"
"KRT222","KRT222"
"ADRA2B","ADRA2B"
"TP53I13","TP53I13"
"KDM2B","KDM2B"
"HBS1L","HBS1L"
"eca-mir-8908i",""
"F8","F8"
"eca-mir-505","MIR505"
"TDP2","TDP2"
"eca-mir-8908j",""
"DOK7","DOK7"
"GIT1","GIT1"
"ARL10","ARL10"
"SMARCE1","SMARCE1"
"KIF20A","KIF20A"
"PTP4A3","PTP4A3"
"eca-mir-8908d-2",""
"KRT71","KRT71"
"OR1J38B",""
"MIP","MIP"
"SETD1A","SETD1A"
"eca-mir-514b","MIR506"
"eca-mir-514b","MIR507"
"IL1RN","IL1RN"
"eca-mir-8908h",""
"ZNF354C","ZNF354C"
"TMEM30B","TMEM30B"
"BCL11B","BCL11B"
"ARHGAP12","ARHGAP12"
"PCM1","PCM1"
"eca-mir-506a","MIR506"
"eca-mir-506a","MIR507"
"SPRYD4","SPRYD4"
"TGFA","TGFA"
"PRKCH","PRKCH"
"eca-mir-8908f-3",""
"eca-mir-8908m",""
"SCN4A","SCN4A"
"GMNN","GMNN"
"eca-mir-508",""
"GLS2","GLS2"
"FBXO15","FBXO15"
"FGF3","FGF3"
"Metazoa_SRP","RN7SL218P"
"eca-mir-9142",""
"ANKRD13B","ANKRD13B"
"GPAT2","GPAT2"
"GLT8D1","GLT8D1"
"MIR335","MIR335"
"eca-mir-8908g-1",""
"MROH5","MROH5"
"TUBAL3","TUBAL3"
"eca-mir-8908a-1",""
"OR1J45B",""
"eca-mir-129a","MIR129-1"
"","MRGPRD"
"CEP170B","CEP170B"
"MIR490","MIR490"
"MSX1","MSX1"
"eca-mir-9084",""
"OR1J42",""
"eca-mir-8908f-4",""
"MIR96","MIR96"
"MRGPRF","MRGPRF"
"eca-mir-29b","MIR29B1"
"eca-mir-29a","MIR29A"
"ACOT13","ACOT13"
"GLRX2","GLRX2"
"UCN3","UCN3"
"UPF3A","UPF3A"
"EVC2","EVC2"
"RBMS2","RBMS2"
"WNT8A","WNT8A"
"CA4","CA4"
"PELI3","PELI3"
"eca-mir-9082",""
"NKX6-3","NKX6-3"
"KTN1","KTN1"
"RABGAP1","RABGAP1"
"ITGA8","ITGA8"
"TIMM21","TIMM21"
"MIR592","MIR592"
"SFMBT1","SFMBT1"
"CD79B","CD79B"
"ORAI3","ORAI3"
"eca-mir-183","MIR183"
"ZNHIT3","ZNHIT3"
"AURKC","AURKC"
"GPAT4","GPAT4"
"SLC13A4","SLC13A4"
"CORO6","CORO6"
"CHAMP1","CHAMP1"
"PRPSAP1","PRPSAP1"
"CTF1","CTF1"
"ZNRD2","FAM89B"
"SMARCD2","SMARCD2"
"PIGW","PIGW"
"SETD3","SETD3"
"","ZNF236"
"MAP3K11","MAP3K11"
"TSNARE1","TSNARE1"
"ZNF264","ZNF264"
"UBALD2","UBALD2"
"OR2L5LP",""
"CNDP1","CNDP1"
"NMT2","NMT2"
"FAHD2A","FAHD2A"
"CACNA1S","CACNA1S"
"FAM13B","FAM13B"
"KCNK7","KCNK7"
"PSMC5","PSMC5"
"PHLDA2","PHLDA2"
"STAT5B","STAT5B"
"","GYPC"
"EFCAB5","EFCAB5"
"ZNF304","ZNF304"
"HS6ST1","HS6ST1"
"RNF157","RNF157"
"BCL7C","BCL7C"
"DOC2G",""
"RELA","RELA"
"DCUN1D2","DCUN1D2"
"MYO19","MYO19"
"","SDCBP"
"CCNY","CCNY"
"BAZ2A","BAZ2A"
"","ZNF548"
"PLEKHB2","PLEKHB2"
"CLNK","CLNK"
"CCNK","CCNK"
"GINS4","GINS4"
"TMCO3","TMCO3"
"ZNF629","ZNF629"
"F8A1","F8A3"
"F8A1","F8A2"
"F8A1","F8A1"
"PSD4","PSD4"
"ACBD7","ACBD7"
"NSRP1","NSRP1"
"NDUFV1","NDUFV1"
"RPP38","RPP38"
"FTSJ3","FTSJ3"
"ZNF518B","ZNF518B"
"C20H6orf62","C6orf62"
"GOLGA7","GOLGA7"
"SNRPG",""
"RNASEH2C","RNASEH2C"
"CCDC85C","CCDC85C"
"FUNDC2","FUNDC2"
"OLAH","OLAH"
"CCDC28A","CCDC28A"
"TSHZ1","TSHZ1"
"TFDP1","TFDP1"
"KAT5","KAT5"
"DDX42","DDX42"
"AMER3","AMER3"
"UPK3A","UPK3A"
"DLG4","DLG4"
"U6","RNU6-842P"
"ITIH4","ITIH4"
"","SNORA7A"
"","SNORA7B"
"ARX","ARX"
"SFMBT2","SFMBT2"
"PAX8","PAX8"
"CDC73","CDC73"
"eca-mir-9168-1",""
"TBX10","TBX10"
"ATP5MC1",""
"eca-mir-885","MIR885"
"WDR1","WDR1"
"PTGR3","PTGR3"
"H2BC11","H2BC11"
