horse_symbol,horse_gene_id,human_gene_id,human_symbol,status
LOC111770231,111770231,,,NO_ORTHOLOG
LOC111770232,111770232,,,NO_ORTHOLOG
LOC111770233,111770233,,,NO_ORTHOLOG
LOC111770234,111770234,,,NO_ORTHOLOG
LOC111770235,111770235,,,NO_ORTHOLOG
LOC111770236,111770236,,,NO_ORTHOLOG
LOC111770237,111770237,,,NO_ORTHOLOG
LOC111770238,111770238,,,NO_ORTHOLOG
LOC111770239,111770239,,,NO_ORTHOLOG
LOC111770240,111770240,,,NO_ORTHOLOG
LOC111770241,111770241,,,NO_ORTHOLOG
LOC111770242,111770242,,,NO_ORTHOLOG
LOC111770243,111770243,,,NO_ORTHOLOG
LOC111770244,111770244,,,NO_ORTHOLOG
LOC111770245,111770245,,,NO_ORTHOLOG
LOC111770246,111770246,,,NO_ORTHOLOG
LOC111770247,111770247,,,NO_ORTHOLOG
LOC111770248,111770248,,,NO_ORTHOLOG
LOC111770250,111770250,,,NO_ORTHOLOG
LOC111770251,111770251,,,NO_ORTHOLOG
LOC111770252,111770252,,,NO_ORTHOLOG
LOC111770253,111770253,,,NO_ORTHOLOG
LOC111770254,111770254,,,NO_ORTHOLOG
LOC111770255,111770255,,,NO_ORTHOLOG
LOC111770256,111770256,,,NO_ORTHOLOG
LOC111770257,111770257,,,NO_ORTHOLOG
LOC111770258,111770258,,,NO_ORTHOLOG
LOC111770259,111770259,,,NO_ORTHOLOG
LOC111770260,111770260,,,NO_ORTHOLOG
LOC111770261,111770261,,,NO_ORTHOLOG
LOC111770262,111770262,,,NO_ORTHOLOG
LOC111770263,111770263,,,NO_ORTHOLOG
LOC111770264,111770264,,,NO_ORTHOLOG
LOC111770265,111770265,,,NO_ORTHOLOG
LOC111770266,111770266,,,NO_ORTHOLOG
LOC111770268,111770268,,,NO_ORTHOLOG
LOC111770269,111770269,,,NO_ORTHOLOG
LOC111770270,111770270,,,NO_ORTHOLOG
LOC111770271,111770271,,,NO_ORTHOLOG
LOC111770272,111770272,,,NO_ORTHOLOG
LOC111770273,111770273,,,NO_ORTHOLOG
LOC111770274,111770274,,,NO_ORTHOLOG
LOC111770275,111770275,,,NO_ORTHOLOG
LOC111770276,111770276,,,NO_ORTHOLOG
LOC111770277,111770277,,,NO_ORTHOLOG
LOC111770278,111770278,,,NO_ORTHOLOG
LOC111770279,111770279,5706.0,PSMC6,OK
LOC111770280,111770280,,,NO_ORTHOLOG
LOC111770281,111770281,,,NO_ORTHOLOG
LOC111770282,111770282,,,NO_ORTHOLOG
LOC111770283,111770283,,,NO_ORTHOLOG
LOC111770284,111770284,,,NO_ORTHOLOG
LOC111770285,111770285,,,NO_ORTHOLOG
LOC111770286,111770286,,,NO_ORTHOLOG
LOC111770287,111770287,,,NO_ORTHOLOG
LOC111770289,111770289,,,NO_ORTHOLOG
LOC111770290,111770290,,,NO_ORTHOLOG
LOC111770291,111770291,,,NO_ORTHOLOG
LOC111770292,111770292,,,NO_ORTHOLOG
LOC111770293,111770293,,,NO_ORTHOLOG
LOC111770294,111770294,,,NO_ORTHOLOG
LOC111770295,111770295,,,NO_ORTHOLOG
LOC111770296,111770296,,,NO_ORTHOLOG
LOC111770297,111770297,,,NO_ORTHOLOG
LOC111770298,111770298,,,NO_ORTHOLOG
LOC111770299,111770299,,,NO_ORTHOLOG
LOC111770300,111770300,,,NO_ORTHOLOG
LOC111770301,111770301,,,NO_ORTHOLOG
LOC111770302,111770302,,,NO_ORTHOLOG
LOC111770303,111770303,,,NO_ORTHOLOG
LOC111770304,111770304,,,NO_ORTHOLOG
LOC111770305,111770305,,,NO_ORTHOLOG
LOC111770306,111770306,,,NO_ORTHOLOG
LOC111770307,111770307,,,NO_ORTHOLOG
LOC111770308,111770308,,,NO_ORTHOLOG
LOC111770309,111770309,,,NO_ORTHOLOG
LOC111770310,111770310,,,NO_ORTHOLOG
LOC111770311,111770311,,,NO_ORTHOLOG
LOC111770312,111770312,,,NO_ORTHOLOG
LOC111770313,111770313,,,NO_ORTHOLOG
LOC111770314,111770314,,,NO_ORTHOLOG
LOC111770315,111770315,,,NO_ORTHOLOG
LOC111770316,111770316,,,NO_ORTHOLOG
LOC111770317,111770317,,,NO_ORTHOLOG
LOC111770318,111770318,,,NO_ORTHOLOG
LOC111770319,111770319,,,NO_ORTHOLOG
LOC111770320,111770320,,,NO_ORTHOLOG
LOC111770321,111770321,,,NO_ORTHOLOG
LOC111770322,111770322,,,NO_ORTHOLOG
LOC111770323,111770323,,,NO_ORTHOLOG
LOC111770324,111770324,,,NO_ORTHOLOG
LOC111770325,111770325,,,NO_ORTHOLOG
LOC111770326,111770326,,,NO_ORTHOLOG
LOC111770328,111770328,,,NO_ORTHOLOG
LOC111770329,111770329,,,NO_ORTHOLOG
LOC111770330,111770330,,,NO_ORTHOLOG
LOC111770331,111770331,,,NO_ORTHOLOG
LOC111770332,111770332,,,NO_ORTHOLOG
LOC111770333,111770333,,,NO_ORTHOLOG
LOC111770334,111770334,,,NO_ORTHOLOG
LOC111770335,111770335,,,NO_ORTHOLOG
LOC111770336,111770336,,,NO_ORTHOLOG
LOC111770337,111770337,,,NO_ORTHOLOG
LOC111770338,111770338,,,NO_ORTHOLOG
LOC111770339,111770339,,,NO_ORTHOLOG
LOC111770340,111770340,,,NO_ORTHOLOG
LOC111770341,111770341,,,NO_ORTHOLOG
LOC111770342,111770342,,,NO_ORTHOLOG
LOC111770343,111770343,,,NO_ORTHOLOG
LOC111770345,111770345,,,NO_ORTHOLOG
LOC111770346,111770346,,,NO_ORTHOLOG
LOC111770347,111770347,,,NO_ORTHOLOG
LOC111770348,111770348,,,NO_ORTHOLOG
LOC111770349,111770349,,,NO_ORTHOLOG
LOC111770350,111770350,,,NO_ORTHOLOG
LOC111770351,111770351,,,NO_ORTHOLOG
LOC111770352,111770352,,,NO_ORTHOLOG
LOC111770353,111770353,,,NO_ORTHOLOG
LOC111770354,111770354,,,NO_ORTHOLOG
LOC111770355,111770355,,,NO_ORTHOLOG
LOC111770356,111770356,,,NO_ORTHOLOG
LOC111770357,111770357,,,NO_ORTHOLOG
LOC111770358,111770358,,,NO_ORTHOLOG
LOC111770359,111770359,55314.0,TMEM144,OK
LOC111770360,111770360,,,NO_ORTHOLOG
LOC111770361,111770361,,,NO_ORTHOLOG
LOC111770362,111770362,,,NO_ORTHOLOG
LOC111770363,111770363,,,NO_ORTHOLOG
LOC111770364,111770364,,,NO_ORTHOLOG
LOC111770365,111770365,,,NO_ORTHOLOG
LOC111770366,111770366,,,NO_ORTHOLOG
LOC111770367,111770367,7253.0,TSHR,OK
LOC111770368,111770368,,,NO_ORTHOLOG
LOC111770369,111770369,,,NO_ORTHOLOG
LOC111770370,111770370,,,NO_ORTHOLOG
LOC111770371,111770371,,,NO_ORTHOLOG
LOC111770372,111770372,,,NO_ORTHOLOG
LOC111770373,111770373,,,NO_ORTHOLOG
LOC111770374,111770374,,,NO_ORTHOLOG
LOC111770375,111770375,,,NO_ORTHOLOG
LOC111770376,111770376,,,NO_ORTHOLOG
LOC111770377,111770377,,,NO_ORTHOLOG
LOC111770378,111770378,,,NO_ORTHOLOG
LOC111770379,111770379,,,NO_ORTHOLOG
LOC111770380,111770380,,,NO_ORTHOLOG
LOC111770381,111770381,1112.0,FOXN3,OK
LOC111770382,111770382,,,NO_ORTHOLOG
LOC111770383,111770383,,,NO_ORTHOLOG
LOC111770384,111770384,,,NO_ORTHOLOG
LOC111770385,111770385,3705.0,ITPK1,OK
LOC111770386,111770386,,,NO_ORTHOLOG
LOC111770387,111770387,,,NO_ORTHOLOG
LOC111770388,111770388,,,NO_ORTHOLOG
LOC111770389,111770389,,,NO_ORTHOLOG
LOC111770390,111770390,,,NO_ORTHOLOG
LOC111770391,111770391,1113.0,CHGA,OK
LOC111770392,111770392,,,NO_ORTHOLOG
LOC111770394,111770394,,,NO_ORTHOLOG
LOC111770395,111770395,,,NO_ORTHOLOG
LOC111770396,111770396,,,NO_ORTHOLOG
LOC111770397,111770397,,,NO_ORTHOLOG
LOC111770398,111770398,,,NO_ORTHOLOG
LOC111770399,111770399,,,NO_ORTHOLOG
LOC111770400,111770400,,,NO_ORTHOLOG
LOC111770401,111770401,,,NO_ORTHOLOG
LOC111770402,111770402,,,NO_ORTHOLOG
LOC111770403,111770403,,,NO_ORTHOLOG
LOC111770404,111770404,,,NO_ORTHOLOG
LOC111770405,111770405,,,NO_ORTHOLOG
LOC111770406,111770406,100507043.0,TUNAR,OK
LOC111770407,111770407,,,NO_ORTHOLOG
LOC111770408,111770408,,,NO_ORTHOLOG
LOC111770409,111770409,,,NO_ORTHOLOG
LOC111770410,111770410,,,NO_ORTHOLOG
LOC111770411,111770411,,,NO_ORTHOLOG
LOC111770412,111770412,7528.0,YY1,OK
LOC111770413,111770413,,,NO_ORTHOLOG
LOC111770414,111770414,,,NO_ORTHOLOG
LOC111770415,111770415,,,NO_ORTHOLOG
LOC111770416,111770416,,,NO_ORTHOLOG
LOC111770417,111770417,,,NO_ORTHOLOG
LOC111770418,111770418,,,NO_ORTHOLOG
LOC111770419,111770419,,,NO_ORTHOLOG
LOC111770420,111770420,,,NO_ORTHOLOG
LOC111770421,111770421,,,NO_ORTHOLOG
LOC111770422,111770422,,,NO_ORTHOLOG
LOC111770423,111770423,,,NO_ORTHOLOG
LOC111770424,111770424,,,NO_ORTHOLOG
LOC111770425,111770425,,,NO_ORTHOLOG
LOC111770426,111770426,,,NO_ORTHOLOG
LOC111770428,111770428,,,NO_ORTHOLOG
LOC111770429,111770429,,,NO_ORTHOLOG
LOC111770430,111770430,,,NO_ORTHOLOG
LOC111770431,111770431,,,NO_ORTHOLOG
LOC111770432,111770432,,,NO_ORTHOLOG
LOC111770433,111770433,,,NO_ORTHOLOG
LOC111770436,111770436,,,NO_ORTHOLOG
LOC111770437,111770437,8001.0,GLRA3,OK
LOC111770438,111770438,,,NO_ORTHOLOG
LOC111770439,111770439,,,NO_ORTHOLOG
LOC111770440,111770440,,,NO_ORTHOLOG
LOC111770441,111770441,,,NO_ORTHOLOG
LOC111770442,111770442,,,NO_ORTHOLOG
LOC111770443,111770443,,,NO_ORTHOLOG
LOC111770444,111770444,,,NO_ORTHOLOG
LOC111770445,111770445,,,NO_ORTHOLOG
LOC111770446,111770446,,,NO_ORTHOLOG
LOC111770447,111770447,,,NO_ORTHOLOG
LOC111770448,111770448,,,NO_ORTHOLOG
LOC111770449,111770449,,,NO_ORTHOLOG
LOC111770450,111770450,,,NO_ORTHOLOG
LOC111770451,111770451,,,NO_ORTHOLOG
LOC111770452,111770452,,,NO_ORTHOLOG
LOC111770453,111770453,,,NO_ORTHOLOG
LOC111770455,111770455,,,NO_ORTHOLOG
LOC111770456,111770456,,,NO_ORTHOLOG
LOC111770457,111770457,,,NO_ORTHOLOG
LOC111770459,111770459,,,NO_ORTHOLOG
LOC111770460,111770460,,,NO_ORTHOLOG
LOC111770461,111770461,,,NO_ORTHOLOG
LOC111770462,111770462,,,NO_ORTHOLOG
LOC111770463,111770463,,,NO_ORTHOLOG
LOC111770464,111770464,,,NO_ORTHOLOG
LOC111770465,111770465,,,NO_ORTHOLOG
LOC111770466,111770466,,,NO_ORTHOLOG
LOC111770467,111770467,,,NO_ORTHOLOG
LOC111770468,111770468,,,NO_ORTHOLOG
LOC111770469,111770469,,,NO_ORTHOLOG
LOC111770470,111770470,,,NO_ORTHOLOG
LOC111770471,111770471,,,NO_ORTHOLOG
LOC111770472,111770472,,,NO_ORTHOLOG
LOC111770473,111770473,,,NO_ORTHOLOG
LOC111770476,111770476,,,NO_ORTHOLOG
LOC111770477,111770477,285423.0,IQCM,OK
LOC111770478,111770478,,,NO_ORTHOLOG
LOC111770479,111770479,,,NO_ORTHOLOG
LOC111770480,111770480,,,NO_ORTHOLOG
LOC111770481,111770481,,,NO_ORTHOLOG
LOC111770482,111770482,,,NO_ORTHOLOG
LOC111770483,111770483,,,NO_ORTHOLOG
LOC111770484,111770484,,,NO_ORTHOLOG
LOC111770485,111770485,,,NO_ORTHOLOG
LOC111770486,111770486,,,NO_ORTHOLOG
LOC111770487,111770487,,,NO_ORTHOLOG
LOC111770488,111770488,,,NO_ORTHOLOG
LOC111770489,111770489,,,NO_ORTHOLOG
LOC111770490,111770490,,,NO_ORTHOLOG
LOC111770491,111770491,,,NO_ORTHOLOG
LOC111770492,111770492,,,NO_ORTHOLOG
LOC111770493,111770493,,,NO_ORTHOLOG
LOC111770494,111770494,,,NO_ORTHOLOG
LOC111770495,111770495,,,NO_ORTHOLOG
LOC111770496,111770496,,,NO_ORTHOLOG
LOC111770497,111770497,,,NO_ORTHOLOG
LOC111770498,111770498,,,NO_ORTHOLOG
LOC111770499,111770499,,,NO_ORTHOLOG
LOC111770500,111770500,,,NO_ORTHOLOG
LOC111770501,111770501,,,NO_ORTHOLOG
LOC111770502,111770502,,,NO_ORTHOLOG
LOC111770503,111770503,,,NO_ORTHOLOG
LOC111770504,111770504,,,NO_ORTHOLOG
LOC111770505,111770505,,,NO_ORTHOLOG
LOC111770506,111770506,,,NO_ORTHOLOG
LOC111770507,111770507,,,NO_ORTHOLOG
LOC111770508,111770508,,,NO_ORTHOLOG
LOC111770509,111770509,,,NO_ORTHOLOG
LOC111770510,111770510,,,NO_ORTHOLOG
LOC111770511,111770511,,,NO_ORTHOLOG
LOC111770512,111770512,,,NO_ORTHOLOG
LOC111770513,111770513,,,NO_ORTHOLOG
LOC111770514,111770514,,,NO_ORTHOLOG
LOC111770515,111770515,,,NO_ORTHOLOG
LOC111770516,111770516,,,NO_ORTHOLOG
LOC111770517,111770517,,,NO_ORTHOLOG
LOC111770518,111770518,,,NO_ORTHOLOG
LOC111770519,111770519,,,NO_ORTHOLOG
LOC111770520,111770520,,,NO_ORTHOLOG
LOC111770521,111770521,,,NO_ORTHOLOG
LOC111770522,111770522,,,NO_ORTHOLOG
LOC111770523,111770523,,,NO_ORTHOLOG
LOC111770524,111770524,,,NO_ORTHOLOG
LOC111770525,111770525,,,NO_ORTHOLOG
LOC111770526,111770526,,,NO_ORTHOLOG
LOC111770527,111770527,,,NO_ORTHOLOG
LOC111770528,111770528,,,NO_ORTHOLOG
LOC111770529,111770529,,,NO_ORTHOLOG
LOC111770530,111770530,,,NO_ORTHOLOG
LOC111770531,111770531,,,NO_ORTHOLOG
LOC111770532,111770532,,,NO_ORTHOLOG
LOC111770533,111770533,,,NO_ORTHOLOG
LOC111770534,111770534,,,NO_ORTHOLOG
LOC111770535,111770535,,,NO_ORTHOLOG
LOC111770536,111770536,,,NO_ORTHOLOG
LOC111770537,111770537,,,NO_ORTHOLOG
LOC111770538,111770538,,,NO_ORTHOLOG
LOC111770539,111770539,,,NO_ORTHOLOG
LOC111770540,111770540,,,NO_ORTHOLOG
LOC111770541,111770541,,,NO_ORTHOLOG
LOC111770542,111770542,,,NO_ORTHOLOG
LOC111770543,111770543,,,NO_ORTHOLOG
LOC111770544,111770544,,,NO_ORTHOLOG
LOC111770545,111770545,,,NO_ORTHOLOG
LOC111770546,111770546,,,NO_ORTHOLOG
LOC111770547,111770547,,,NO_ORTHOLOG
LOC111770548,111770548,,,NO_ORTHOLOG
LOC111770549,111770549,,,NO_ORTHOLOG
LOC111770550,111770550,,,NO_ORTHOLOG
LOC111770551,111770551,,,NO_ORTHOLOG
LOC111770552,111770552,,,NO_ORTHOLOG
LOC111770553,111770553,,,NO_ORTHOLOG
LOC111770554,111770554,,,NO_ORTHOLOG
LOC111770555,111770555,,,NO_ORTHOLOG
LOC111770556,111770556,,,NO_ORTHOLOG
LOC111770559,111770559,,,NO_ORTHOLOG
LOC111770560,111770560,,,NO_ORTHOLOG
LOC111770561,111770561,,,NO_ORTHOLOG
LOC111770562,111770562,,,NO_ORTHOLOG
LOC111770563,111770563,,,NO_ORTHOLOG
LOC111770564,111770564,,,NO_ORTHOLOG
LOC111770565,111770565,,,NO_ORTHOLOG
LOC111770566,111770566,,,NO_ORTHOLOG
LOC111770567,111770567,158401.0,SHOC1,OK
LOC111770568,111770568,158401.0,SHOC1,OK
LOC111770569,111770569,,,NO_ORTHOLOG
LOC111770570,111770570,,,NO_ORTHOLOG
LOC111770571,111770571,,,NO_ORTHOLOG
LOC111770572,111770572,,,NO_ORTHOLOG
LOC111770573,111770573,,,NO_ORTHOLOG
LOC111770574,111770574,,,NO_ORTHOLOG
LOC111770575,111770575,,,NO_ORTHOLOG
LOC111770576,111770576,,,NO_ORTHOLOG
LOC111770577,111770577,,,NO_ORTHOLOG
LOC111770578,111770578,,,NO_ORTHOLOG
LOC111770579,111770579,,,NO_ORTHOLOG
LOC111770580,111770580,,,NO_ORTHOLOG
LOC111770581,111770581,,,NO_ORTHOLOG
LOC111770582,111770582,,,NO_ORTHOLOG
LOC111770583,111770583,,,NO_ORTHOLOG
LOC111770584,111770584,,,NO_ORTHOLOG
LOC111770585,111770585,,,NO_ORTHOLOG
LOC111770586,111770586,,,NO_ORTHOLOG
LOC111770587,111770587,,,NO_ORTHOLOG
LOC111770589,111770589,,,NO_ORTHOLOG
LOC111770590,111770590,,,NO_ORTHOLOG
LOC111770591,111770591,,,NO_ORTHOLOG
LOC111770592,111770592,,,NO_ORTHOLOG
LOC111770593,111770593,,,NO_ORTHOLOG
LOC111770594,111770594,,,NO_ORTHOLOG
LOC111770595,111770595,,,NO_ORTHOLOG
LOC111770596,111770596,,,NO_ORTHOLOG
LOC111770597,111770597,,,NO_ORTHOLOG
LOC111770598,111770598,,,NO_ORTHOLOG
LOC111770599,111770599,,,NO_ORTHOLOG
LOC111770600,111770600,,,NO_ORTHOLOG
LOC111770601,111770601,,,NO_ORTHOLOG
LOC111770602,111770602,,,NO_ORTHOLOG
LOC111770603,111770603,,,NO_ORTHOLOG
LOC111770604,111770604,,,NO_ORTHOLOG
LOC111770605,111770605,,,NO_ORTHOLOG
LOC111770606,111770606,,,NO_ORTHOLOG
LOC111770607,111770607,,,NO_ORTHOLOG
LOC111770608,111770608,,,NO_ORTHOLOG
LOC111770609,111770609,,,NO_ORTHOLOG
LOC111770610,111770610,,,NO_ORTHOLOG
LOC111770611,111770611,,,NO_ORTHOLOG
LOC111770612,111770612,,,NO_ORTHOLOG
LOC111770613,111770613,,,NO_ORTHOLOG
LOC111770614,111770614,,,NO_ORTHOLOG
LOC111770615,111770615,,,NO_ORTHOLOG
LOC111770616,111770616,,,NO_ORTHOLOG
LOC111770617,111770617,,,NO_ORTHOLOG
LOC111770618,111770618,,,NO_ORTHOLOG
LOC111770619,111770619,,,NO_ORTHOLOG
LOC111770621,111770621,,,NO_ORTHOLOG
LOC111770622,111770622,,,NO_ORTHOLOG
LOC111770623,111770623,,,NO_ORTHOLOG
LOC111770624,111770624,,,NO_ORTHOLOG
LOC111770627,111770627,,,NO_ORTHOLOG
LOC111770628,111770628,,,NO_ORTHOLOG
LOC111770629,111770629,,,NO_ORTHOLOG
LOC111770630,111770630,,,NO_ORTHOLOG
LOC111770631,111770631,,,NO_ORTHOLOG
LOC111770634,111770634,,,NO_ORTHOLOG
LOC111770635,111770635,,,NO_ORTHOLOG
LOC111770636,111770636,,,NO_ORTHOLOG
LOC111770637,111770637,,,NO_ORTHOLOG
LOC111770640,111770640,,,NO_ORTHOLOG
LOC111770641,111770641,,,NO_ORTHOLOG
LOC111770642,111770642,,,NO_ORTHOLOG
LOC111770644,111770644,,,NO_ORTHOLOG
LOC111770645,111770645,,,NO_ORTHOLOG
LOC111770646,111770646,,,NO_ORTHOLOG
LOC111770647,111770647,,,NO_ORTHOLOG
LOC111770648,111770648,,,NO_ORTHOLOG
LOC111770649,111770649,,,NO_ORTHOLOG
LOC111770650,111770650,,,NO_ORTHOLOG
LOC111770651,111770651,,,NO_ORTHOLOG
LOC111770652,111770652,,,NO_ORTHOLOG
LOC111770654,111770654,,,NO_ORTHOLOG
LOC111770655,111770655,,,NO_ORTHOLOG
LOC111770656,111770656,,,NO_ORTHOLOG
LOC111770657,111770657,,,NO_ORTHOLOG
LOC111770658,111770658,,,NO_ORTHOLOG
LOC111770660,111770660,,,NO_ORTHOLOG
LOC111770661,111770661,57706.0,DENND1A,OK
LOC111770662,111770662,,,NO_ORTHOLOG
LOC111770663,111770663,,,NO_ORTHOLOG
LOC111770664,111770664,,,NO_ORTHOLOG
LOC111770665,111770665,,,NO_ORTHOLOG
LOC111770666,111770666,,,NO_ORTHOLOG
LOC111770667,111770667,,,NO_ORTHOLOG
LOC111770668,111770668,,,NO_ORTHOLOG
LOC111770669,111770669,,,NO_ORTHOLOG
LOC111770670,111770670,1902.0,LPAR1,OK
LOC111770671,111770671,,,NO_ORTHOLOG
LOC111770672,111770672,,,NO_ORTHOLOG
LOC111770673,111770673,,,NO_ORTHOLOG
LOC111770674,111770674,,,NO_ORTHOLOG
LOC111770675,111770675,,,NO_ORTHOLOG
LOC111770676,111770676,,,NO_ORTHOLOG
LOC111770677,111770677,,,NO_ORTHOLOG
LOC111770679,111770679,,,NO_ORTHOLOG
LOC111770680,111770680,,,NO_ORTHOLOG
LOC111770681,111770681,,,NO_ORTHOLOG
LOC111770682,111770682,,,NO_ORTHOLOG
LOC111770683,111770683,,,NO_ORTHOLOG
LOC111770684,111770684,,,NO_ORTHOLOG
LOC111770685,111770685,,,NO_ORTHOLOG
LOC111770686,111770686,,,NO_ORTHOLOG
LOC111770688,111770688,,,NO_ORTHOLOG
LOC111770689,111770689,,,NO_ORTHOLOG
LOC111770690,111770690,,,NO_ORTHOLOG
LOC111770691,111770691,,,NO_ORTHOLOG
LOC111770692,111770692,,,NO_ORTHOLOG
LOC111770693,111770693,,,NO_ORTHOLOG
LOC111770694,111770694,,,NO_ORTHOLOG
LOC111770695,111770695,,,NO_ORTHOLOG
LOC111770696,111770696,,,NO_ORTHOLOG
LOC111770697,111770697,,,NO_ORTHOLOG
LOC111770698,111770698,,,NO_ORTHOLOG
LOC111770699,111770699,,,NO_ORTHOLOG
LOC111770700,111770700,,,NO_ORTHOLOG
LOC111770701,111770701,,,NO_ORTHOLOG
LOC111770702,111770702,,,NO_ORTHOLOG
LOC111770704,111770704,,,NO_ORTHOLOG
LOC111770705,111770705,,,NO_ORTHOLOG
LOC111770706,111770706,,,NO_ORTHOLOG
LOC111770707,111770707,,,NO_ORTHOLOG
LOC111770708,111770708,,,NO_ORTHOLOG
LOC111770711,111770711,,,NO_ORTHOLOG
LOC111770712,111770712,,,NO_ORTHOLOG
LOC111770713,111770713,,,NO_ORTHOLOG
LOC111770714,111770714,,,NO_ORTHOLOG
LOC111770715,111770715,,,NO_ORTHOLOG
LOC111770716,111770716,,,NO_ORTHOLOG
LOC111770717,111770717,,,NO_ORTHOLOG
LOC111770718,111770718,,,NO_ORTHOLOG
LOC111770719,111770719,,,NO_ORTHOLOG
LOC111770720,111770720,,,NO_ORTHOLOG
LOC111770721,111770721,,,NO_ORTHOLOG
LOC111770722,111770722,,,NO_ORTHOLOG
LOC111770723,111770723,,,NO_ORTHOLOG
LOC111770724,111770724,,,NO_ORTHOLOG
LOC111770725,111770725,,,NO_ORTHOLOG
LOC111770726,111770726,,,NO_ORTHOLOG
LOC111770727,111770727,,,NO_ORTHOLOG
LOC111770728,111770728,,,NO_ORTHOLOG
LOC111770729,111770729,,,NO_ORTHOLOG
LOC111770730,111770730,,,NO_ORTHOLOG
LOC111770731,111770731,,,NO_ORTHOLOG
LOC111770732,111770732,,,NO_ORTHOLOG
LOC111770733,111770733,,,NO_ORTHOLOG
LOC111770734,111770734,,,NO_ORTHOLOG
LOC111770735,111770735,,,NO_ORTHOLOG
LOC111770736,111770736,,,NO_ORTHOLOG
LOC111770737,111770737,,,NO_ORTHOLOG
LOC111770740,111770740,,,NO_ORTHOLOG
LOC111770741,111770741,,,NO_ORTHOLOG
LOC111770742,111770742,,,NO_ORTHOLOG
LOC111770743,111770743,,,NO_ORTHOLOG
LOC111770744,111770744,,,NO_ORTHOLOG
LOC111770745,111770745,,,NO_ORTHOLOG
LOC111770746,111770746,,,NO_ORTHOLOG
LOC111770747,111770747,,,NO_ORTHOLOG
LOC111770748,111770748,,,NO_ORTHOLOG
LOC111770749,111770749,,,NO_ORTHOLOG
LOC111770750,111770750,,,NO_ORTHOLOG
LOC111770751,111770751,,,NO_ORTHOLOG
LOC111770752,111770752,,,NO_ORTHOLOG
LOC111770754,111770754,,,NO_ORTHOLOG
LOC111770755,111770755,,,NO_ORTHOLOG
LOC111770756,111770756,,,NO_ORTHOLOG
LOC111770757,111770757,,,NO_ORTHOLOG
LOC111770758,111770758,,,NO_ORTHOLOG
LOC111770759,111770759,,,NO_ORTHOLOG
LOC111770760,111770760,,,NO_ORTHOLOG
LOC111770761,111770761,,,NO_ORTHOLOG
LOC111770762,111770762,,,NO_ORTHOLOG
LOC111770763,111770763,,,NO_ORTHOLOG
LOC111770766,111770766,,,NO_ORTHOLOG
LOC111770767,111770767,,,NO_ORTHOLOG
LOC111770768,111770768,,,NO_ORTHOLOG
LOC111770769,111770769,,,NO_ORTHOLOG
LOC111770770,111770770,,,NO_ORTHOLOG
LOC111770771,111770771,,,NO_ORTHOLOG
LOC111770772,111770772,,,NO_ORTHOLOG
LOC111770773,111770773,,,NO_ORTHOLOG
LOC111770774,111770774,,,NO_ORTHOLOG
LOC111770775,111770775,,,NO_ORTHOLOG
LOC111770776,111770776,,,NO_ORTHOLOG
LOC111770777,111770777,56911.0,MAP3K7CL,OK
LOC111770778,111770778,,,NO_ORTHOLOG
LOC111770779,111770779,,,NO_ORTHOLOG
LOC111770780,111770780,,,NO_ORTHOLOG
LOC111770781,111770781,,,NO_ORTHOLOG
LOC111770783,111770783,,,NO_ORTHOLOG
LOC111770784,111770784,,,NO_ORTHOLOG
LOC111770785,111770785,,,NO_ORTHOLOG
LOC111770786,111770786,,,NO_ORTHOLOG
LOC111770787,111770787,,,NO_ORTHOLOG
LOC111770788,111770788,,,NO_ORTHOLOG
LOC111770790,111770790,,,NO_ORTHOLOG
LOC111770791,111770791,,,NO_ORTHOLOG
LOC111770792,111770792,,,NO_ORTHOLOG
LOC111770793,111770793,,,NO_ORTHOLOG
LOC111770794,111770794,,,NO_ORTHOLOG
LOC111770795,111770795,,,NO_ORTHOLOG
LOC111770796,111770796,,,NO_ORTHOLOG
LOC111770798,111770798,,,NO_ORTHOLOG
LOC111770799,111770799,,,NO_ORTHOLOG
LOC111770800,111770800,,,NO_ORTHOLOG
LOC111770801,111770801,,,NO_ORTHOLOG
LOC111770802,111770802,54093.0,SETD4,OK
LOC111770803,111770803,,,NO_ORTHOLOG
LOC111770804,111770804,,,NO_ORTHOLOG
LOC111770805,111770805,,,NO_ORTHOLOG
LOC111770806,111770806,,,NO_ORTHOLOG
LOC111770807,111770807,,,NO_ORTHOLOG
LOC111770808,111770808,,,NO_ORTHOLOG
LOC111770809,111770809,,,NO_ORTHOLOG
LOC111770810,111770810,,,NO_ORTHOLOG
LOC111770811,111770811,,,NO_ORTHOLOG
LOC111770812,111770812,,,NO_ORTHOLOG
LOC111770813,111770813,,,NO_ORTHOLOG
LOC111770814,111770814,,,NO_ORTHOLOG
LOC111770815,111770815,,,NO_ORTHOLOG
LOC111770816,111770816,,,NO_ORTHOLOG
LOC111770817,111770817,,,NO_ORTHOLOG
LOC111770818,111770818,,,NO_ORTHOLOG
LOC111770819,111770819,,,NO_ORTHOLOG
LOC111770820,111770820,,,NO_ORTHOLOG
LOC111770821,111770821,,,NO_ORTHOLOG
LOC111770822,111770822,,,NO_ORTHOLOG
LOC111770823,111770823,,,NO_ORTHOLOG
LOC111770824,111770824,,,NO_ORTHOLOG
LOC111770825,111770825,,,NO_ORTHOLOG
LOC111770826,111770826,,,NO_ORTHOLOG
LOC111770827,111770827,,,NO_ORTHOLOG
